date,Id,name,cusip,gsector,sic,atq,cogsq,invtq,outdeg,deg,bc,outcc,cc,upstreamness,layer,deg_wt,bc_wt,layer_wt,layer_qt,country,lat,lng,layer_cons
2019-12-31,"000PC2-E","Macerich Co.","554382","60","6798",8853.571,176.451,0,10,11,1.3054937e-07,7.3786227e-06,.000020831074,6.1044774,1,8844.916,0,1.20215,1,"US",34.019463,-118.49786,1
2019-12-31,"000PCN-E","Magna International, Inc.","559222","25","3714",25790,8085,3304,5,14,.000091408721,.000010483876,.000021931304,4.1752138,0,48510,0,0,0,"CA",44.005157,-79.43100699999999,0
2019-12-31,"000PF5-E","The Manitowoc Co., Inc.","563571","20","3530",1617.7,374.4,461.4,13,16,.00028325841,7.9474630e-06,.000019611311,5.8675213,2,,,,,"US",43.16503143,-88.03224944999999,2
2019-12-31,"000PFH-E","ManpowerGroup, Inc.","56418H","20","7363",9223.799999999999,4316.9,0,0,15,0,0,.000023957933,,,,,,,"US",43.048905,-87.913251,
2019-12-31,"000PFJ-E","Equity LifeStyle Properties, Inc.","29472R","60","6798",4151.275,163.327,0,0,1,0,0,.000014547197,,,,,,,"US",41.882443,-87.639459,
2019-12-31,"000PFW-E","Marcus Corp.","566330","50","7830",1359.186,147.219,5.673,4,11,.00030686741,.000010999992,.000020767029,4.0320511,2,1802.376,.000045315439,4.6622977,2,"US",43.03856,-87.90971,2
2019-12-31,"000PG6-E","Marine Petroleum Trust","568423","10","6792",.945,0,0,2,2,0,9.0353169e-06,.000019492507,5.0448718,2,26649,0,12.325477,3,"US",32.80369,-96.80585499999999,2
2019-12-31,"000PGJ-E","Markel Corp.","570535","40","6331",37473.815,1778.579,303.1,4,21,2.6752407e-06,3.1364713e-08,.000020246249,,,,,,,"US",37.661556,-77.57873499999999,
2019-12-31,"000PH0-E","Marsh & McLennan Cos., Inc.","571748","40","6411",31357,3247,0,2,9,.00011933222,.000010306935,.000022801616,4.4316239,2,21660.936,5.8710020e-07,26.097197,3,"US",40.756992,-73.98254,2
2019-12-31,"000PH5-E","Marsh Supermarkets Co. LLC","571783","","",,,,0,1,0,0,.000016865764,,,,,,,"US",39.932849,-86.02696,
2019-12-31,"000PHD-E","Marten Transport Ltd.","573075","20","4213",796.586,176.899,0,3,8,.000090701316,9.6685317e-06,.000022240545,4.3354702,1,96519.898,3.6965568e-07,1,0,"US",44.567787,-91.65532,1
2019-12-31,"000PHP-E","Masco Corp.","574599","20","3430",5027,1039,754,7,12,.00025433625,.000010379312,.000023435716,4.0854702,1,138733,2.6093343e-07,1,0,"US",42.415475,-83.425769,1
2019-12-31,"000PJ2-E","Massachusetts Mutual Life Insurance Co.","","","",,,,,,,,,,,,,,,"US",42.115948,-72.55062,
2019-12-31,"000PJH-E","MasTec, Inc.","576323","20","1623",4997.006,1434.238,100.069,4,4,0,.000011722509,.000022822789,3.7457266,2,33783,0,6.9400196,2,"US",25.764553,-80.255135,2
2019-12-31,"000PK0-E","Matrix Service Co.","576853","20","1623",591.888,283.753,64.408,32,32,0,.000011418068,.000022635961,3.8760684,1,235703.86,0,9.5504551,3,"US",36.09659,-95.92003,1
2019-12-31,"000PK1-E","Mattel, Inc.","577081","25","3942",5325.226,705.294,495.504,16,34,.00013466939,.000012163557,.000024763169,3.4188035,0,2821.176,0,0,0,"US",33.92022,-118.39086,0
2019-12-31,"000PK2-E","Matthews International Corp.","577128","20","2790",2284.579,238.226,185.608,0,1,0,0,.000017191807,,,,,,,"US",40.451697,-80.004029,
2019-12-31,"000PK6-E","Hawaiian Macadamia Nut Orchards LP","41988L","","",,,,3,3,0,7.7531577e-06,.000016621816,5.6068377,1,14909,0,1,0,"US",19.719143,-155.08522,1
2019-12-31,"000PKD-E","Maxim Integrated Products, Inc.","57772K","45","3674",3626.829,167.215,223.958,9,20,.00015407015,.000011740748,.000023381839,3.7094016,2,71393.414,.000015721238,4.8583908,2,"US",37.40547,-121.94803,2
2019-12-31,"000PKK-E","Maxwell Technologies, Inc.","577767","","",,,,9,10,.000079617093,.000010823567,.000021965603,4.2905984,2,18112,0,5.5711498,2,"US",37.39615,-122.15153,2
2019-12-31,"000PL0-E","MBIA, Inc.","55262C","40","6351",7284,182,0,0,2,0,0,.000020637226,,,,,,,"US",41.025078,-73.71622000000001,
2019-12-31,"000PLG-E","McCormick & Co., Inc.","579780","30","2090",10362.1,814,801.2,6,14,.00013786653,.00001014541,.000024491746,3.9636753,0,3256,0,0,0,"US",39.492428,-76.65374,0
2019-12-31,"000PLK-E","McDermott International, Inc.","580037","10","8711",8737,2032,847,23,31,.00035670557,.000010489144,.000022429402,4.275641,2,82788.953,.000086542917,9.2426081,3,"US",29.777298,-95.618286,2
2019-12-31,"000PLS-E","McDonald's Corp.","580135","25","5812",47510.8,2215.8,50.2,3,43,.00035482086,.000010608395,.000023996266,3.9700854,0,37668.602,0,0,0,"US",41.885235,-87.653305,0
2019-12-31,"000PLY-E","McGrath RentCorp","580589","20","7359",1309.875,52.708,0,0,4,0,0,.000019545898,,,,,,,"US",37.701238,-121.726605,
2019-12-31,"000PLZ-E","S&P Global, Inc.","78409V","40","7323",11348,516,0,15,22,.00070874137,.000011554348,.000022967926,3.9551282,2,40595,.00019641763,11.500228,3,"US",40.704014,-74.00908,2
2019-12-31,"000PM1-E","McKesson Corp.","58155Q","35","5122",60873,56024,17020,13,94,.0037914685,9.6506546e-06,.000025192527,4.7948718,1,4659386.5,.00044928386,11.816811,3,"US",32.8982453,-96.9733863,1
2019-12-31,"000PMX-E","M.D.C. Holdings, Inc.","552676","25","1531",3338.356,885.023,2590.957,0,2,0,0,.000017082944,0,0,1770.046,0,0,0,"US",39.6357567,-104.91084,0
2019-12-31,"000PN0-E","MDU Resources Group, Inc.","552690","55","4932",7683.059,1179.258,278.407,2,17,.00006712247,9.0093254e-06,.000022279744,5.0128207,3,18190.879,.00002441902,6.1531281,2,"US",46.832756,-100.81168,3
2019-12-31,"000PN5-E","Mechanical Technology, Inc.","583543","45","3829",5.751,.494,.924,1,1,0,.000010290725,.00002048482,4.4529915,2,,,,,"US",42.659332,-73.76821,2
2019-12-31,"000PPY-E","Mentor Graphics Corp.","587200","","",,,,9,12,.00099268311,.000011791724,.000022391374,3.7264957,1,5707.313,0,3.0651474,1,"US",45.317505,-122.75884,1
2019-12-31,"000PQC-E","Merck & Co., Inc.","58933Y","35","2834",84397,2690,5978,19,72,.0017158702,9.2997707e-06,.000024644543,5.1324787,2,250811.28,.00031364197,8.3324928,3,"US",40.6791,-74.27166,2
2019-12-31,"000PQH-E","Mercury General Corp.","589400","40","6331",5889.157,940.654,0,0,4,0,0,.000020646376,,,,,,,"US",34.061897,-118.32689,
2019-12-31,"000PQK-E","Meredith Corp.","589433","50","2721",6233.2,280.1,49.5,23,36,.00045237184,.000012786517,.000024006033,3.2799146,1,191826.14,.00039116095,1.2915527,1,"US",41.58379,-93.63924400000001,1
2019-12-31,"000PQQ-E","Meridian Bioscience, Inc.","589584","35","2835",338.128,16.83,42.827,2,5,.00012188204,9.8725550e-06,.000020085856,4.7457266,3,41454.32,.000034682402,9.1846294,3,"US",39.12346,-84.35681,3
2019-12-31,"000PQX-E","Meritage Hospitality Group, Inc.","59000K","25","5812",677.537,386.698,3.517,0,1,0,0,.000017677448,0,0,0,0,0,0,"US",42.961548,-85.67235599999999,0
2019-12-31,"000PVJ-E","Mesa Air Group, Inc.","590479","20","4512",1542.001,123.301,22.4,2,10,1.0786132e-06,1.5682357e-08,.000021891154,,,,,,,"US",33.452984,-111.987144,
2019-12-31,"000PVN-E","Mesa Royalty Trust","590660","10","6792",2.84,0,0,0,1,0,0,.000015433736,,,,,,,"US",29.760439,-95.36346,
2019-12-31,"000PVQ-E","Mesabi Trust","590672","15","6795",28.461,0,0,1,1,0,7.2780567e-06,.000017406215,6.3098292,3,385.20001,0,3.0193663,1,"US",40.70594,-74.00866000000001,3
2019-12-31,"000PVY-E","Methanex Corp.","59151K","15","2860",5196.615,663.8630000000001,281.052,0,3,0,0,.00001798391,,,,,,,"CA",49.28562499,-123.0992711,
2019-12-31,"000PVZ-E","Methode Electronics, Inc.","591520","45","3678",1282.7,181.4,133.8,46,46,0,.000012689954,.000024121864,3.5576923,1,168835.94,0,4.1444025,1,"US",41.981003,-87.843254,1
2019-12-31,"000PYN-E","MGIC Investment Corp.","552848","40","6351",6229.571,62.977,0,2,14,.00027921653,8.0855825e-06,.000020436564,5.775641,2,4350.563,.00019280806,15.284743,3,"US",43.04572296,-87.90062714,2
2019-12-31,"000PYP-E","MGM Resorts International","552953","25","7990",33876.356,1899.644,102.888,1,26,.000030475625,7.8411784e-09,.000024178547,.5,0,30394.305,0,0,0,"US",36.113598,-115.17288,0
2019-12-31,"000PYY-E","Michaels Stores, Inc.","594087","","",,,,0,5,0,0,.000018625151,,,,,,,"US",32.915577,-96.98949399999999,
2019-12-31,"000PZP-E","Microchip Technology, Inc.","595017","45","3674",17588.6,458,708.8,8,23,.0002159134,.000012357494,.000023344826,3.6858974,2,67468.82,2.8267789e-07,5.15275,2,"US",33.30595,-111.88181,2
2019-12-31,"000PZY-E","Micron Technology, Inc.","595112","45","3674",49649,2482,4943,15,29,.00023764595,.000012904074,.000023700612,3.4636753,2,120217.82,.0007794734,5.3006248,2,"US",43.529762,-116.15078,2
2019-12-31,"000Q06-E","Microsemi Corp.","595137","","",,,,9,11,.00015930904,.000011151281,.000022706827,4.1581197,2,19137.4,0,7.7650657,2,"US",33.30595,-111.881805,2
2019-12-31,"000Q07-E","Microsoft Corp.","594918","45","7372",282794,9155,1823,195,315,.015499351,.000015557365,.000028548551,2.7179487,1,1378902.5,.0064212456,2.6356614,1,"US",47.639429,-122.128275,1
2019-12-31,"000Q0V-E","The Middleby Corp.","596278","20","3580",5002.143,471.689,585.699,38,40,.00019879961,.000011753555,.000023723487,3.4081197,1,243562.61,0,1.5042144,1,"US",42.062668,-88.24605,1
2019-12-31,"000Q0W-E","Middlesex Water Co.","596680","55","4941",909.878,20.88,5.445,1,3,.000016774011,7.8411784e-09,.000017034272,,,,,,,"US",40.554954,-74.315061,
2019-12-31,"000Q1J-E","Herman Miller, Inc.","600544","20","2520",1878,400.2,184.4,1,6,.0000534664,.000010289157,.000023409675,4.4529915,2,,,,,"US",42.81238,-85.99829,2
2019-12-31,"000Q24-E","Minerals Technologies, Inc.","603158","15","1400",3112.6,307.7,253.3,27,29,.0010756986,9.5075502e-06,.000019148305,4.5427351,2,7705.3618,.000023092609,2.1850138,1,"US",40.74954,-73.97535000000001,2
2019-12-31,"000Q29-E","3M Co.","88579Y","20","2670",44659,3703,4134,25,51,.000625327,.000012722721,.000025664549,3.4188035,1,149725.64,.00006240658,5.1847363,2,"US",44.9453317,-93.09422000000001,1
2019-12-31,"000Q2K-E","ALLETE, Inc.","018522","55","4931",5482.8,204.4,72.8,13,20,.00048960513,9.6526064e-06,.00002153998,4.5641026,2,24701.258,.000046511384,11.596016,3,"US",46.78663,-92.09859,2
2019-12-31,"000Q3R-E","Mitek Systems, Inc.","606710","45","3577",146.997,2.527,0,19,19,0,.000011819116,.000022404982,3.6153846,2,88976.734,0,11.97884,3,"US",32.71782,-117.15921,2
2019-12-31,"000Q3S-E","Mitsui & Co., Ltd.","J44690","","",,,,5,13,.0012933954,.00001045173,.00002154365,4.094017,1,20430.893,0,1,0,"JP",35.68772888,139.7622986,1
2019-12-31,"000Q4W-E","Modine Manufacturing Co.","607828","25","3714",1535.2,378.9,223.9,20,21,8.5601908e-07,.000010940933,.000022498407,3.9872069,0,0,0,0,0,"US",42.7090183,-87.7977152,0
2019-12-31,"000Q4X-E","Mohawk Industries, Inc.","608190","25","2273",13386.68,1605.355,2282.328,3,4,1.4385930e-06,2.5662040e-08,.000021155291,1.5,0,0,0,0,0,"US",34.472534,-84.94259,0
2019-12-31,"000Q51-E","Molex LLC","608554","","",,,,1,2,1.5130052e-08,9.0606427e-06,.000019960802,5.1410255,3,,,,,"US",37.7497883,-97.28897499999999,3
2019-12-31,"000Q5R-E","Monmouth Real Estate Investment Corp.","609720","60","6798",1947.127,19.419,0,36,37,.0000512388,.000013642148,.000025303469,3.1111112,1,218007.25,.000011350604,3.8197432,1,"US",40.365071,-74.167466,1
2019-12-31,"000Q5T-E","Monro, Inc.","610236","25","7500",1712.213,187.928,179.171,0,15,0,0,.00002056337,0,0,751.71198,0,0,0,"US",43.190872,-77.6572,0
2019-12-31,"000Q68-E","Moog, Inc.","615394","20","3728",3348.078,521.977,559.232,29,30,1.7389874e-06,.000012382933,.000024421448,3.5042734,1,171882,0,8.2684002,2,"US",42.8042572,-78.6576658,1
2019-12-31,"000Q6C-E","Benjamin Moore & Co.","615649","","",,,,0,1,0,0,.000020028119,,,,,,,"US",41.054653,-74.05806,
2019-12-31,"000Q8D-E","Destination Maternity Corp.","25065D","","",,,,4,8,.00012610802,3.1364713e-08,.00002202794,,,,,,,"US",39.95065,-74.95068000000001,
2019-12-31,"000Q93-E","MTS Systems Corp.","553777","45","3829",1329.419,118.247,177.017,1,3,1.3865645e-06,.00001028884,.000021846296,4.4529915,2,,,,,"US",44.858513,-93.44888,2
2019-12-31,"000Q94-E","Mueller Industries, Inc.","624756","20","3350",1370.94,449.481,292.107,1,1,0,7.8411784e-09,.000018427338,,,,,,,"US",35.041695,-89.70304,
2019-12-31,"000Q95-E","Paul Mueller Co.","624752","","",,,,20,20,0,.000010858852,.000022521312,3.9786325,1,31339.424,0,7.7727895,2,"US",37.21299,-93.31249,1
2019-12-31,"000Q98-E","Multi-Color Corp.","625383","","",,,,32,32,0,.000011409466,.000023397915,3.7435896,1,53205.863,0,2.7493598,1,"US",39.064736,-84.25206300000001,1
2019-12-31,"000QSM-E","Murphy Oil Corp.","626717","10","1311",11718.504,247.274,76.123,3,11,7.8325002e-06,8.4302274e-06,.000019750069,5.3376069,1,30526.873,2.1744452e-08,8.2388344,2,"US",29.783411,-95.53561500000001,1
2019-12-31,"000QTC-E","MYR Group, Inc.","55405W","20","1623",1007.871,491.639,217.109,24,24,0,.000011470123,.000021904159,3.8461537,2,71166.398,0,8.6394053,3,"US",39.899693,-104.84541,2
2019-12-31,"000QTL-E","Nabors Industries Ltd.","G6359F","10","1381",6760.658,436.249,176.341,0,4,0,0,.000020125603,,,,,,,"BM",32.2954813,-64.78817119999999,
2019-12-31,"000QTN-E","NACCO Industries, Inc.","629579","10","1221",444.773,20.276,40.465,13,18,.00078142184,.000011505003,.000022279744,3.9615386,2,9028.4434,.000058079433,7.2978644,2,"US",41.50142,-81.470825,2
2019-12-31,"000QTW-E","Nanometrics, Inc.","683344","45","3823",1448.58,57.072,176.134,3,4,.00020087475,.000011462367,.000020830583,3.9188035,2,7952.0718,5.6644299e-06,5.4138851,2,"US",37.407944,-121.915054,2
2019-12-31,"000QTZ-E","Napco Security Technologies, Inc.","630402","45","3669",101.36,13.325,34.74,5,5,0,.000011390053,.000021649068,3.8226495,2,38367,0,4.6465583,2,"US",40.681168,-73.40940000000001,2
2019-12-31,"000QVC-E","National Amusements, Inc.","","","",,,,0,1,0,0,.000019085117,,,,,,,"US",42.200977,-71.17538,
2019-12-31,"000QVD-E","National Australia Bank Ltd.","Q65336","","",,,,1,4,.00003964785,8.8877950e-06,.000022457865,4.9850426,2,220.73199,0,8.4413157,3,"AU",-37.819189,144.9452688,2
2019-12-31,"000QVJ-E","National Bankshares, Inc.","634865","40","6020",1321.837,1.584,2.517,0,2,0,0,.000016840406,,,,,,,"US",37.209354,-80.39941,
2019-12-31,"000QW5-E","National Fuel Gas Co.","636180","55","4924",6702.658,221.25,70.364,5,16,.00046397067,9.6716103e-06,.0000212554,4.7820511,2,4280.291,.00081378612,9.3053532,3,"US",42.966194,-78.71713,2
2019-12-31,"000QWC-E","National Health Investors, Inc.","63633D","60","6798",3042.235,21.252,0,3,3,0,8.5743022e-06,.000016453067,5.4529915,3,,,,,"US",35.850716,-86.42466,3
2019-12-31,"000R2S-E","GP Strategies Corp.","36225V","20","8200",448.902,129.6,,29,29,0,.000013250843,.000025196832,3.4444444,1,137518.94,0,5.354147,2,"US",39.59407371,-76.99753628000001,1
2019-12-31,"000R2X-E","National Presto Industries, Inc.","637215","20","3480",410.253,73.208,128.536,2,2,0,.000010572029,.000022052094,4.1346154,1,93177,0,1,0,"US",44.857104,-91.46716499999999,1
2019-12-31,"000R3K-E","Bank of America Corp.","060505","40","6020",2434079,5727,9443,5,64,.00062388409,9.0549938e-06,.00002483615,4.9487181,2,312112.13,.00045650304,11.535451,3,"US",35.22726,-80.84299,2
2019-12-31,"000R4B-E","Nature's Sunshine Products, Inc.","639027","30","2834",213.068,20.796,46.666,0,1,0,0,.000021120954,0,0,0,0,0,0,"US",40.435192,-111.895864,0
2019-12-31,"000R4L-E","The Navigators Group, Inc.","638904","","",,,,0,11,0,0,.000021942726,,,,,,,"US",41.05063,-73.53953,
2019-12-31,"000R4P-E","Navistar International Corp.","63934E","20","3711",6917,2223,911,8,36,.00043887927,.000010374476,.00002244704,4.224359,1,81264.563,.00052839017,5.2010961,2,"US",41.811261,-88.107364,1
2019-12-31,"000R4W-E","NBT Bancorp, Inc.","628778","40","6020",9715.924999999999,19.397,13.189,1,2,1.6948277e-07,7.8411784e-09,.000017429873,,,,,,,"US",42.52955,-75.523636,
2019-12-31,"000R50-E","Cornerstone Building Brands, Inc.","21925D","20","3448",5564.346,928.978,439.194,1,1,0,7.8411784e-09,.000018230301,,,,,,,"US",35.831303,-78.782684,
2019-12-31,"000R5B-E","Neogen Corp.","640491","35","2834",750.591,52.227,86.40600000000001,14,18,.00075623114,.000011147931,.000023075138,3.7457266,1,48073.426,.00001132886,2.4242637,1,"US",42.73935,-84.539345,1
2019-12-31,"000R5C-E","Navidea Biopharmaceuticals, Inc.","63937X","35","2835",4.151,2.853,0,2,5,.0005513514,.000010381569,.000021353886,4.4230771,2,37867.852,.00001132886,9.4963446,3,"US",40.081287,-83.12463,2
2019-12-31,"000R5S-E","FalconStor Software, Inc.","306137","45","7373",15.776,.118,.03,1,2,7.8418729e-09,7.8411784e-09,.000016219936,,,,,,,"US",30.268679,-97.74106999999999,
2019-12-31,"000R6Z-E","New England Realty Associates LP","","","",,,,1,1,0,.000010239953,.000019750069,4.2521367,2,,,,,"US",42.352528,-71.12764,2
2019-12-31,"000R7G-E","New Jersey Resources Corp.","646025","55","4924",5095.166,485.781,201.512,0,8,0,0,.000019747424,,,,,,,"US",40.2099883,-74.12825669999999,
2019-12-31,"000R9L-E","The New York Times Co.","650111","50","2711",2089.138,259.375,0,85,103,.0019350762,.000014206335,.000026367363,2.7264957,1,252790.61,.00018780683,5.7873535,2,"US",40.756,-73.990685,1
2019-12-31,"000R9T-E","Ovintiv Exploration, Inc.","651290","","",,,,0,5,0,0,.000019019481,,,,,,,"US",30.268549,-97.74093000000001,
2019-12-31,"000R9Z-E","Newmont Corp.","651639","15","1040",39974,1474,1826,4,10,.00070622872,8.0963609e-06,.000020824209,5.4188032,2,17506,1.4351339e-06,2,1,"US",39.626744,-104.906347,2
2019-12-31,"000RB0-E","Newpark Resources, Inc.","651718","10","5160",900.079,147.547,196.897,4,4,0,8.0762056e-06,.00001793652,5.75,3,4701,0,10.230799,3,"US",30.170789,-95.476747,3
2019-12-31,"000RBW-E","NIKE, Inc.","654106","25","3021",26602,5608,6199,26,52,.000570181,.000010497054,.00002408444,4.0576925,0,123376,0,0,0,"US",45.507218,-122.826394,0
2019-12-31,"000RBY-E","Nippon Life Insurance Co.","","","",,,,,,,,,,,,,,,"JP",34.69108963,135.5014038,
2019-12-31,"000RC3-E","NL Industries, Inc.","629156","20","3562",557.492,19.763,18.348,1,2,.000050364921,.000010290108,.000020507608,4.4529915,2,,,,,"US",32.9283638,-96.79371643,2
2019-12-31,"000RC6-E","Nobel Learning Communities, Inc.","654889","","",,,,0,1,0,0,.000014119618,,,,,,,"US",39.966797,-75.52584,
2019-12-31,"000RC9-E","Noble Energy, Inc.","655044","10","1311",20647,1613,59,5,20,.00023884558,9.6012809e-06,.000022387409,4.6923075,2,,,,,"US",29.994674,-95.580839,2
2019-12-31,"000RCG-E","Nokia Oyj","X61873","","",,,,14,70,.00066616316,.000012255486,.000024916575,3.5961537,1,8528.3799,0,4.1562386,1,"FI",60.22242,24.75591,1
2019-12-31,"000RCQ-E","Maxus Realty Trust, Inc.","57774B","","",,,,0,1,0,0,7.8411784e-09,,,,,,,"US",39.141598,-94.579544,
2019-12-31,"000RCZ-E","Nordson Corp.","655663","20","3569",3516.447,239.221,283.399,5,7,1.3844858e-07,6.6698517e-06,.00001994101,7.2307692,3,,,,,"US",41.47029,-81.93655,3
2019-12-31,"000RD1-E","Nordstrom, Inc.","655664","25","5651",10075,2182,2542,0,52,0,0,.000023471772,0,0,61096,0,0,0,"US",47.61232,-122.335556,0
2019-12-31,"000RD2-E","Norfolk Southern Corp.","655844","20","4011",37923,1486,244,20,27,.0005205549,.000011026862,.000022474977,4.0042734,2,17616.068,.00011589793,5.4912119,2,"US",36.845496,-76.288031,2
2019-12-31,"000RDF-E","North American Technologies Group, Inc.","657193","","",,,,0,1,0,0,.000017823437,,,,,,,"US",32.661986,-94.3462215,
2019-12-31,"000RFJ-E","Northern Trust Corp.","665859","40","6020",136828.4,154.3,3.2,2,5,.00014490803,8.4381063e-06,.000019300753,5.4230771,2,1339.6,.000022657719,7.6938891,2,"US",41.880978,-87.63235,2
2019-12-31,"000RG6-E","Northwest Natural Gas Co.","66765N","55","4924",3428.454,162.137,59.263,,,,,,,,509.13699,.000046859295,11.364776,3,"US",45.516785,-122.67577,
2019-12-31,"000RGN-E","NorthWestern Corp.","668074","55","4931",5910.702,200.327,53.925,5,20,.00060247467,9.0107833e-06,.000022575323,4.9978633,3,3618.103,.0003467153,8.0194178,2,"US",43.489735,-96.75782,3
2019-12-31,"000RGR-E","Wells Fargo & Co.","949746","40","6020",1927555,5039,24622,13,64,.0018292613,.000010861576,.000024813167,4.0662394,1,251325.47,.0021239328,16.039675,3,"US",37.79309,-122.40281,1
2019-12-31,"000RH9-E","NPC International, Inc.","629360","","",,,,0,1,0,0,.000017677448,,,,,,,"US",37.425716,-94.71308000000001,
2019-12-31,"000RHD-E","NTN Buzztime, Inc.","114082","","",,,,2,2,0,7.7129962e-06,.000015582951,5.869658,2,,,,,"US",33.104371,-117.26784,2
2019-12-31,"000RHT-E","Nucor Corp.","670346","15","3312",18344.666,4539.533,3842.095,5,15,.000027115324,8.8639754e-06,.000021527925,5.0747862,2,42854.684,.00029307173,2.4564087,1,"US",35.158474,-80.834366,2
2019-12-31,"000SRH-E","NVR, Inc.","62944T","25","1531",3809.815,1561.943,2253.264,0,3,0,0,.000019319716,0,0,3123.886,0,0,0,"US",38.95375725,-77.3515866,0
2019-12-31,"000SS2-E","O'Charley's LLC","670823","","",,,,0,1,0,0,.000018652241,,,,,,,"US",36.10149,-86.75633999999999,
2019-12-31,"000SS8-E","Sterling Construction Co., Inc.","859241","20","1600",961.9400000000001,307.408,0,5,5,0,.000010859608,.000021618391,4.0277777,1,67342.203,0,2.8236377,1,"US",30.172152,-95.468704,1
2019-12-31,"000SSF-E","Occidental Petroleum Corp.","674599","10","1311",109330,2847,1447,10,65,.00074854406,9.4164270e-06,.000022253409,4.8653846,2,162105.33,.0041809799,5.1934719,2,"US",29.732393,-95.431366,2
2019-12-31,"000SSH-E","Ocean Bio-Chem, Inc.","674631","30","2842",38.286,6.172,9.555,4,4,0,9.6191525e-06,.000020831074,4.4520254,0,0,0,0,0,"US",26.072027,-80.21017500000001,0
2019-12-31,"000SSJ-E","Oceaneering International, Inc.","675232","10","1389",2740.663,485.84,174.744,5,9,.000083811668,9.5789801e-06,.00002129325,4.6965814,2,,,,,"US",29.880129,-95.58498,2
2019-12-31,"000SSV-E","Office Depot LLC","88337F","25","5940",7311,1887,1032,2,37,.00055703998,.000011797555,.000024442361,3.6260684,0,37740,0,0,0,"US",26.402632,-80.12138,0
2019-12-31,"000ST4-E","Oglethorpe Power Corp.","","","",,,,,,,,,,,,,,,"US",33.844055,-84.24245999999999,
2019-12-31,"000STP-E","Oil-Dri Corp. of America","677864","30","3290",209.742,47.718,23.803,2,3,0,.00001043671,.000020888116,4.1260686,0,0,0,0,0,"US",41.8897,-87.62435000000001,0
2019-12-31,"000STT-E","Oklahoma Gas & Electric Co.","670837","55","4931",11024.3,308,136.9,0,5,0,0,.000021612583,,,,,,,"US",35.470158,-97.517914,
2019-12-31,"000STY-E","Old National Bancorp","680033","40","6020",20411.667,28.918,2.169,0,1,0,0,.000016681666,,,,,,,"US",37.969257,-87.574399,
2019-12-31,"000SV0-E","Old Point Financial Corp.","680194","40","6020",1054.488,.952,.59,0,1,0,0,7.8411784e-09,,,,,,,"US",37.02557,-76.34788,
2019-12-31,"000SV2-E","Old Republic International Corp.","680223","40","6331",21076.3,1574.2,0,0,7,0,0,.000018555629,,,,,,,"US",41.886967,-87.62452999999999,
2019-12-31,"000SV3-E","Old Second Bancorp, Inc.","680277","40","6020",2635.545,4.629,8.065,0,1,0,0,.000016700556,,,,,,,"US",41.75832,-88.317764,
2019-12-31,"000SV7-E","Olin Corp.","680665","15","2810",9187.799999999999,1133.5,695.7,5,8,.00011294636,9.9156332e-06,.000020921205,4.5277777,1,5599.3501,.000093805567,9.5534163,3,"US",38.648249,-90.33314300000001,1
2019-12-31,"000SVK-E","Omega Healthcare Investors, Inc.","681936","60","6798",9796.124,119.534,0,3,3,0,8.5740821e-06,.000016527743,5.4529915,3,,,,,"US",39.49895,-76.66537,3
2019-12-31,"000SVP-E","Omnicom Group, Inc.","681919","50","7311",26783.4,3341.1,1257.6,29,39,.00028159595,.000012210241,.000025039966,3.4551282,1,165977.34,.00054441585,6.5728869,2,"US",40.75598,-73.97486000000001,1
2019-12-31,"000SW1-E","One Liberty Properties, Inc.","682406","60","6798",774.629,9.295999999999999,0,5,5,0,.000010097348,.000019747866,4.4658117,1,5248.8232,0,6.3537989,2,"US",40.786,-73.73086000000001,1
2019-12-31,"000SW8-E","ONEOK, Inc.","682680","10","4923",21812.121,2050.616,506.675,12,21,.0003888178,.0000110913,.000020909833,4.0598292,2,20068.063,.00046130855,5.1300673,2,"US",36.15096,-95.99141,2
2019-12-31,"000SY8-E","Oracle Corp.","68389X","45","7370",98443,1707,,152,190,.0046334271,.000015445154,.000027894279,2.6837606,1,242103,.00063878676,3.8094878,1,"US",30.242023,-97.72116800000001,1
2019-12-31,"000SY9-E","Orange & Rockland Utilities, Inc.","684065","55","4931",3006,168,34,0,1,0,0,7.8411784e-09,,,,,,,"US",41.1090485,-74.0603322,
2019-12-31,"000SYD-E","Orbit International Corp.","685559","20","3812",21.131,4.829,10.542,1,1,0,.000010290725,.00002048482,4.4529915,2,,,,,"US",40.80986,-73.25366,2
2019-12-31,"000SZ8-E","Oshkosh Corp.","688239","20","3711",5556.2,1385.3,1430.7,7,25,.00012216016,9.0611338e-06,.000021948712,4.8717947,2,13550.966,0,2.7657874,1,"US",44.03852,-88.576255,2
2019-12-31,"000SZJ-E","Otter Tail Corp.","689648","55","4911",2273.595,164.582,97.851,37,45,.0014863284,.000012254586,.000024189123,3.6431625,1,127072.5,.00015497272,3.6058946,1,"US",46.28243,-96.0724,1
2019-12-31,"000SZW-E","Overseas Shipholding Group, Inc.","69036R","10","4412",1175.467,62.939,,4,8,.00012898026,9.5886035e-06,.000020891568,4.6901708,2,24944.816,.000027789411,10.009778,3,"US",27.93186443,-82.45051259,2
2019-12-31,"000SZY-E","Owens & Minor, Inc.","690732","35","5047",3643.084,1905.911,1146.192,1,12,.000040330753,7.8411784e-09,.000021259997,,,,,,,"US",37.646843,-77.407265,
